geoLat,geoLong,hasBlackBear,hasGrizzlyBear,hasPolarBear,parkCode,parkName,url
-79.84154206279355,36.13298335000252,,,,GUCO,Guilford Courthouse National Military Park,
-156.14709314319208,20.704512129332194,,,,HALE,Haleakala National Park,
-72.37403162934115,43.50046886798249,,,,SAGA,Saint-Gaudens National Historic Site,
-104.88434717034703,31.923384209391674,True,False,False,GUMO,Guadalupe Mountains National Park,http://www.nps.gov/gumo
-91.40874094165439,32.63529881882212,,,,POPO,Poverty Point National Monument,
-110.60831406159426,32.178836085393556,True,False,False,SAGU,Saguaro National Park,http://www.nps.gov/sagu
-91.34725180457292,34.02089090945371,,,,ARPO,Arkansas Post National Memorial,
-77.40246951476036,39.3576985239086,,,,MONO,Monocacy National Battlefield,
-118.15471770065676,36.72559195291623,,,,MANZ,Manzanar National Historic Site,
-77.53003887629056,38.8207732144433,True,False,False,MANA,Manassas National Battlefield Park,http://www.nps.gov/mana
-92.98057129969759,48.51716932219992,True,False,False,VOYA,Voyageurs National Park,http://www.nps.gov/voya
-77.02924888507606,38.874025510015194,,,,NAMA,National Mall,
-91.20777103539808,43.09145864637621,,,,EFMO,Effigy Mounds National Monument,
-66.11587316023481,18.468818521127695,,,,SAJU,San Juan National Historic Site,
-96.54985604955206,38.41865705209544,,,,TAPR,Tallgrass Prairie National Preserve,
-97.07068501568227,42.76717228680925,,,,MNRR,Missouri National Recreational River,
-77.25139965264403,37.41785761698396,,,,RICH,Richmond National Battlefield Park,
-75.14732045203958,39.94345312154055,,,,THKO,Thaddeus Kosciuszko National Memorial,
-110.00224358939779,37.60453290516204,True,False,False,NABR,Natural Bridges National Monument,http://www.nps.gov/nabr
-117.13511154435771,36.48741910067162,,,,DEVA,Death Valley National Park,
-75.66793209638877,36.01758408695178,,,,WRBR,Wright Brothers National Memorial,
-122.66164957809968,45.623571391754716,,,,FOVA,Fort Vancouver National Historic Site,
-81.00420836253853,38.20614946938015,,,,GARI,Gauley River National Recreation Area,
-111.12005475098205,33.64481517431764,True,False,False,TONT,Tonto National Monument,http://www.nps.gov/tont
-106.33507223593554,32.779133376019175,,,,WHSA,White Sands National Monument,
-74.86871054034324,41.44095255731114,True,False,False,UPDE,Upper Delaware Scenic & Recreational River,http://www.nps.gov/upde
-103.89612161564835,30.599341600425337,,,,FODA,Fort Davis National Historic Site,
-77.06840167129472,38.68456179269082,,,,PISC,Piscataway Park,
-149.88152448868524,59.95389688763184,True,True,False,KEFJ,Kenai Fjords National Park,http://www.nps.gov/kefj
-78.89456904900808,40.06061476060677,,,,FLNI,Flight 93 National Memorial,
-71.00724686413027,42.468462996422964,,,,SAIR,Saugus Iron Works National Historic Site,
-83.6972737218358,36.58215708927296,True,False,False,CUGA,Cumberland Gap National Historical Park,http://www.nps.gov/cuga
-77.43826064338633,37.5480565790424,,,,MAWA,Maggie L Walker National Historic Site,
-107.42190554309077,45.56491080578535,,,,LIBI,Little Bighorn Battlefield National Monument,
-86.99653930391227,38.11817673689914,,,,LIBO,Lincoln Boyhood National Memorial,
-84.50758950892032,39.11970352573182,,,,WIHO,William Howard Taft National Historic Site,
-111.7093943699894,40.44039718911578,True,False,False,TICA,Timpanogos Cave National Monument,http://www.nps.gov/tica
-96.83748257566027,40.2865160537571,,,,HOME,Homestead National Monument of America,
-89.6542135890102,32.870039949616604,,,,NATR,Natchez Trace Parkway,
-91.3821444417232,31.54246933482903,,,,NATC,Natchez National Historical Park,
-105.69838532231373,40.35579839722149,True,False,False,ROMO,Rocky Mountain National Park,http://www.nps.gov/romo
-135.31536844280552,57.047011744724784,True,False,False,SITK,Sitka National Historical Park,http://www.nps.gov/sitk
-76.57912815313652,39.26156739483277,,,,FOMC,Fort McHenry National Monument and Historic Shrine,
-81.23844402184821,29.711508408754753,,,,FOMA,Fort Matanzas National Monument,
-88.48014499043286,41.330758674110314,,,,ILMI,Illinois & Michigan Canal National Heritage Corridor,
-93.08972185108273,34.51113822506357,True,False,False,HOSP,Hot Springs National Park,http://www.nps.gov/hosp
-64.7551934766009,17.77908602227972,,,,SARI,Salt River Bay National Historic Park and Ecological Preserve,
-111.33707369508468,35.54673649570932,True,False,False,WUPA,Wupatki National Monument,http://www.nps.gov/wupa
-76.94968629399797,38.87819616831813,,,,FODU,Fort Dupont Park,
